1,2009-01-04T02:24:45+00:00
2,2009-01-04T02:24:45+00:00
3,2009-01-04T02:24:45+00:00
4,2009-01-04T02:24:45+00:00
5,2009-01-04T02:24:45+00:00
6,2009-01-04T02:24:45+00:00
7,2009-01-04T02:24:45+00:00
8,2009-01-04T02:24:45+00:00
9,2009-01-04T02:24:45+00:00
10,2009-01-04T02:24:45+00:00
11,2009-01-04T02:24:45+00:00
12,2009-01-04T02:24:45+00:00
13,2009-01-04T02:24:45+00:00
14,2009-01-04T02:24:45+00:00
15,2009-01-04T02:24:45+00:00
16,2009-01-04T02:24:45+00:00
17,2009-01-04T02:24:45+00:00
18,2009-01-04T02:24:45+00:00
19,2009-01-04T02:24:45+00:00
20,2009-01-04T02:24:45+00:00
21,2009-01-04T02:24:45+00:00
22,2009-01-04T02:24:45+00:00
23,2009-01-04T02:24:45+00:00
24,2009-01-04T02:24:44+00:00
25,2009-01-04T02:24:45+00:00
26,2009-01-04T02:24:45+00:00
27,2009-01-04T02:24:45+00:00
28,2009-01-04T02:24:45+00:00
29,2009-01-04T02:24:45+00:00
30,2009-01-04T02:24:45+00:00
31,2009-01-04T02:24:45+00:00
32,2009-01-04T02:24:45+00:00
33,2009-01-04T02:24:45+00:00
34,2009-01-04T02:24:45+00:00
35,2009-01-04T02:24:45+00:00
36,2009-01-04T02:24:45+00:00
37,2009-01-04T02:24:45+00:00
38,2009-01-04T02:24:45+00:00
39,2009-01-04T02:24:45+00:00
40,2009-01-04T02:24:45+00:00
41,2009-01-04T02:24:45+00:00
42,2009-01-04T02:24:45+00:00
43,2009-01-04T02:24:45+00:00
44,2009-01-04T02:24:45+00:00
45,2009-01-04T02:24:45+00:00
46,2009-01-04T02:24:45+00:00
47,2009-01-04T02:24:45+00:00
48,2009-01-04T02:24:45+00:00
49,2009-01-04T02:24:45+00:00
50,2009-01-04T02:24:45+00:00
51,2009-01-04T02:24:45+00:00
52,2009-01-04T02:24:45+00:00
53,2009-01-04T02:24:45+00:00
54,2009-01-04T02:24:45+00:00
55,2009-01-04T02:24:45+00:00
56,2009-01-04T02:24:45+00:00
57,2009-01-04T02:24:45+00:00
58,2009-01-04T02:24:45+00:00
59,2009-01-04T02:24:45+00:00
60,2009-01-04T02:24:45+00:00
61,2009-01-04T02:24:45+00:00
62,2009-01-04T02:24:45+00:00
63,2009-01-04T02:24:45+00:00
64,2009-01-04T02:24:45+00:00
65,2009-01-04T02:24:45+00:00
66,2009-01-04T02:24:45+00:00
67,2009-01-04T02:24:45+00:00
68,2009-01-04T02:24:45+00:00
69,2010-05-10T00:08:26+00:00
70,2009-01-04T02:24:45+00:00
71,2009-01-04T02:24:45+00:00
72,2009-01-04T02:24:45+00:00
73,2009-01-04T02:24:45+00:00
74,2009-01-04T02:24:45+00:00
75,2009-01-04T02:24:45+00:00
76,2009-01-04T02:24:45+00:00
77,2009-01-04T02:24:45+00:00
78,2009-01-04T02:24:45+00:00
79,2009-01-04T02:24:45+00:00
80,2009-01-04T02:24:45+00:00
81,2009-01-04T02:24:45+00:00
82,2009-01-04T02:24:45+00:00
83,2009-01-04T02:24:45+00:00
84,2009-01-04T02:24:45+00:00
85,2009-01-04T02:24:45+00:00
86,2009-01-04T02:24:45+00:00
87,2009-01-04T02:24:45+00:00
88,2009-01-04T02:24:45+00:00
89,2009-01-04T02:24:45+00:00
90,2009-01-04T02:24:45+00:00
91,2010-02-01T12:59:59+00:00
92,2009-01-04T02:24:45+00:00
93,2009-01-04T02:24:45+00:00
94,2009-01-04T02:24:45+00:00
95,2009-01-04T02:24:45+00:00
96,2010-02-01T13:25:39+00:00
97,2009-01-04T02:24:45+00:00
98,2009-01-04T02:24:45+00:00
99,2009-01-04T02:24:45+00:00
100,2009-01-04T02:24:45+00:00
101,2009-01-04T02:24:45+00:00
102,2009-01-04T02:24:45+00:00
103,2009-01-04T02:24:45+00:00
104,2009-01-04T02:24:45+00:00
105,2009-01-04T02:24:45+00:00
106,2010-02-01T13:35:04+00:00
107,2009-01-04T02:24:45+00:00
108,2010-02-01T13:27:34+00:00
109,2010-02-01T13:45:58+00:00
110,2009-01-04T02:24:44+00:00
111,2010-02-01T13:51:23+00:00
112,2010-02-01T13:20:10+00:00
113,2009-01-04T02:24:45+00:00
114,2010-02-01T13:18:04+00:00
115,2009-01-04T02:24:45+00:00
116,2009-01-04T02:24:45+00:00
117,2010-02-01T13:27:51+00:00
118,2010-02-01T13:02:04+00:00
119,2009-01-04T02:24:45+00:00
120,2010-02-01T13:19:32+00:00
121,2010-02-01T13:56:13+00:00
122,2010-02-01T13:32:32+00:00
123,2010-02-01T13:59:44+00:00
124,2010-02-01T13:03:39+00:00
125,2010-02-01T13:35:33+00:00
126,2009-01-04T02:24:45+00:00
127,2009-01-04T02:24:45+00:00
128,2010-02-01T13:14:21+00:00
129,2010-02-01T13:35:42+00:00
130,2009-01-04T02:24:45+00:00
131,2010-02-01T13:38:51+00:00
132,2010-02-01T13:57:21+00:00
133,2009-01-04T02:24:45+00:00
134,2010-02-01T13:28:15+00:00
135,2010-02-01T13:49:25+00:00
136,2010-02-01T13:17:18+00:00
137,2010-02-01T13:28:28+00:00
138,2010-02-01T13:41:16+00:00
139,2010-02-01T13:01:03+00:00
140,2010-02-01T13:27:58+00:00
141,2010-02-01T13:14:17+00:00
142,2010-02-01T13:58:34+00:00
143,2010-02-01T13:56:55+00:00
144,2009-01-04T02:24:45+00:00
145,2010-02-01T13:35:19+00:00
146,2010-02-01T13:28:51+00:00
147,2010-02-01T13:58:26+00:00
148,2010-02-01T13:49:10+00:00
149,2010-02-01T13:18:16+00:00
150,2010-02-01T13:57:02+00:00
151,2010-02-01T13:51:26+00:00
152,2010-02-01T13:33:36+00:00
153,2010-02-01T13:07:36+00:00
154,2009-01-04T02:24:45+00:00
155,2010-02-01T13:44:44+00:00
156,2010-02-01T12:56:10+00:00
157,2010-02-01T13:19:03+00:00
158,2010-02-01T13:23:36+00:00
159,2010-02-01T13:36:35+00:00
160,2010-02-01T13:13:49+00:00
161,2010-02-01T13:31:14+00:00
162,2009-01-04T02:24:45+00:00
163,2010-02-01T13:12:19+00:00
164,2010-02-01T13:17:04+00:00
165,2010-02-01T13:54:21+00:00
166,2010-02-01T13:03:43+00:00
167,2010-02-01T13:52:31+00:00
168,2010-02-01T13:30:02+00:00
169,2010-02-01T13:45:49+00:00
170,2010-02-01T13:12:37+00:00
171,2010-02-01T13:43:10+00:00
172,2010-02-01T13:21:59+00:00
173,2010-02-01T13:41:26+00:00
174,2010-02-01T14:00:16+00:00
175,2010-02-01T13:57:28+00:00
176,2010-02-01T13:28:18+00:00
177,2010-02-01T13:35:27+00:00
178,2010-02-01T13:54:06+00:00
179,2010-02-01T13:26:12+00:00
180,2010-02-01T13:26:17+00:00
181,2010-02-01T13:44:48+00:00
182,2010-02-01T13:34:38+00:00
183,2010-02-01T13:02:10+00:00
184,2010-02-01T13:26:38+00:00
185,2010-02-01T13:44:35+00:00
186,2010-02-01T13:55:02+00:00
187,2010-02-01T13:10:46+00:00
188,2010-02-01T13:02:58+00:00
189,2010-02-01T13:56:48+00:00
190,2010-02-01T13:20:00+00:00
191,2010-02-01T13:21:48+00:00
192,2010-02-01T13:26:03+00:00
193,2010-02-01T13:46:28+00:00
194,2010-02-01T13:41:08+00:00
195,2009-01-04T02:24:45+00:00
196,2010-02-01T13:28:43+00:00
197,2010-02-01T13:23:33+00:00
198,2010-02-01T13:31:53+00:00
199,2010-02-01T14:00:32+00:00
200,2010-02-01T13:09:00+00:00
201,2010-02-01T13:17:55+00:00
202,2010-02-01T13:13:08+00:00
203,2010-02-01T13:46:31+00:00
204,2010-02-01T13:50:46+00:00
205,2010-02-01T13:30:23+00:00
206,2010-02-01T13:30:50+00:00
207,2010-10-25T16:20:12+00:00
208,2010-02-01T13:25:56+00:00
209,2010-02-01T13:59:03+00:00
210,2010-02-01T13:29:55+00:00
211,2010-02-01T13:47:40+00:00
212,2010-02-01T13:25:04+00:00
213,2010-02-01T12:57:32+00:00
214,2010-02-01T13:54:14+00:00
215,2010-02-01T13:30:05+00:00
216,2010-02-01T13:45:20+00:00
217,2010-02-01T13:27:55+00:00
218,2010-02-01T13:21:16+00:00
219,2010-02-01T13:27:30+00:00
220,2010-02-01T13:17:09+00:00
221,2010-02-01T13:32:33+00:00
222,2010-02-01T13:48:56+00:00
223,2009-01-04T02:24:45+00:00
224,2009-01-04T02:24:45+00:00
225,2010-02-01T13:43:39+00:00
226,2010-02-01T13:40:15+00:00
227,2010-02-01T13:43:26+00:00
228,2010-02-01T12:57:19+00:00
229,2010-02-01T13:33:19+00:00
230,2010-02-01T13:14:58+00:00
231,2010-02-01T12:56:13+00:00
232,2010-02-01T14:00:09+00:00
233,2010-02-01T13:30:46+00:00
234,2010-02-01T13:42:23+00:00
235,2009-01-04T02:24:45+00:00
236,2010-02-01T13:11:58+00:00
237,2010-02-01T13:22:23+00:00
238,2010-02-01T13:24:40+00:00
239,2010-02-01T13:02:00+00:00
240,2010-02-01T12:56:03+00:00
241,2010-02-01T13:31:47+00:00
242,2010-02-01T13:37:49+00:00
243,2010-02-01T13:54:03+00:00
244,2010-02-01T13:09:42+00:00
245,2010-02-01T13:00:28+00:00
246,2010-02-01T13:07:41+00:00
247,2010-02-01T13:34:05+00:00
248,2010-02-01T13:59:28+00:00
249,2010-02-01T13:41:02+00:00
250,2010-02-01T13:31:07+00:00
251,2010-02-01T13:42:19+00:00
252,2010-02-01T13:17:50+00:00
253,2010-02-01T13:22:29+00:00
254,2009-01-04T02:24:45+00:00
255,2010-02-01T12:55:36+00:00
256,2010-02-01T13:38:45+00:00
257,2010-02-01T13:41:48+00:00
258,2010-02-01T13:49:58+00:00
259,2010-02-01T13:18:10+00:00
260,2010-02-01T13:20:42+00:00
261,2010-02-01T13:50:03+00:00
262,2010-02-01T12:59:57+00:00
263,2010-02-01T13:42:33+00:00
264,2009-01-04T02:24:45+00:00
265,2009-01-04T02:24:45+00:00
266,2009-01-04T02:24:45+00:00
267,2009-01-04T02:24:45+00:00
268,2010-02-01T12:58:04+00:00
269,2010-02-01T13:24:23+00:00
270,2010-02-01T12:55:44+00:00
271,2010-02-01T13:43:04+00:00
272,2010-02-01T13:56:35+00:00
273,2010-02-01T13:54:36+00:00
274,2010-02-01T13:42:14+00:00
275,2010-02-01T13:46:04+00:00
276,2010-02-01T13:37:43+00:00
277,2010-02-01T13:51:15+00:00
278,2010-02-01T12:56:24+00:00
279,2010-02-01T12:58:27+00:00
280,2010-02-01T13:49:28+00:00
281,2010-02-01T13:30:57+00:00
282,2010-02-01T13:53:13+00:00
283,2010-02-01T13:48:47+00:00
284,2010-02-01T13:16:59+00:00
285,2010-02-01T13:08:51+00:00
286,2010-02-01T12:58:31+00:00
287,2010-02-01T13:55:32+00:00
288,2009-01-04T02:24:45+00:00
289,2010-02-01T13:00:47+00:00
290,2010-02-01T13:53:43+00:00
291,2010-02-01T13:56:23+00:00
292,2010-02-01T13:47:32+00:00
293,2010-02-01T13:18:58+00:00
294,2010-02-01T13:33:30+00:00
295,2010-02-01T13:17:30+00:00
296,2010-02-01T13:10:11+00:00
297,2010-02-01T12:58:38+00:00
298,2010-02-01T13:59:36+00:00
299,2010-02-01T13:28:32+00:00
300,2010-02-01T13:29:59+00:00
301,2010-02-01T13:43:32+00:00
302,2010-02-01T13:56:51+00:00
303,2010-02-01T13:48:40+00:00
304,2009-01-04T02:24:45+00:00
305,2010-02-01T13:38:49+00:00
306,2010-02-01T13:34:18+00:00
307,2010-02-01T13:02:06+00:00
308,2010-02-01T12:55:28+00:00
309,2010-02-01T13:34:56+00:00
310,2010-02-01T13:29:07+00:00
311,2010-02-01T13:10:04+00:00
312,2010-02-01T13:42:11+00:00
313,2010-02-01T13:07:30+00:00
314,2010-02-01T13:37:57+00:00
315,2010-02-01T13:44:51+00:00
316,2010-02-01T13:18:24+00:00
317,2010-02-01T13:56:09+00:00
318,2010-02-01T13:41:43+00:00
